customer,Age,Education,Employ,Address,Income,Leverage,Creddebt,OthDebt,MonthlyLoad,Default
98855,19,Med,0,0,20,5.6,0.16,0.96,0.34,1
98961,23,Med,3,1,27,17.8,0.93,3.88,0.84,1
98972,30,SupCom,1,6,16,8.5,1.08,0.28,0.62,1
98987,21,SupInc,0,0,35,6.8,0.91,1.47,0.26,1
99058,20,SupInc,0,0,35,5.8,0.76,1.27,0.22,0
99139,23,SupCom,0,2,36,1.1,0.1,0.29,0.04,0
99161,46,SupInc,2,14,27,12.1,0.55,2.72,0.57,0
99306,43,Med,20,8,180,7.3,4.2,8.94,0.11,0
99337,27,Med,5,3,28,5.2,0.5,0.96,0.24,0
99363,45,Bas,3,13,38,22.1,2.59,5.8,0.8,1
99378,22,SupInc,1,2,27,9.8,0.25,2.4,0.46,0
99388,41,Med,13,7,50,14.2,3.72,3.38,0.43,1
99395,52,Bas,8,6,43,17.5,3.44,4.09,0.58,0
99428,53,Med,34,18,251,15.9,12.37,27.54,0.22,0
99436,20,SupInc,0,0,45,7.7,1.14,2.32,0.25,1
99449,30,Posg,2,8,99,1.5,0.8,0.69,0.03,0
99476,68,Med,0,17,22,12.5,1.05,1.7,0.69,0
99524,31,SupCom,0,7,41,3.8,1.11,0.44,0.13,0
99592,54,Med,2,21,32,6.7,0.17,1.97,0.28,0
99593,26,SupInc,2,3,38,7.6,1.39,1.49,0.28,1
99634,32,Med,12,6,61,8.2,0.3,4.71,0.22,0
120070,27,Med,4,2,34,15.1,0.84,4.3,0.6,0
120073,60,SupInc,22,10,60,22.3,3.25,10.13,0.59,0
120117,47,Med,13,19,58,3.5,0.62,1.41,0.1,0
120155,47,Med,6,11,75,15.2,2.93,8.47,0.35,0
120174,69,SupCom,7,20,75,13.5,1.03,9.09,0.31,1
120175,45,Med,7,8,32,5.4,0.13,1.6,0.22,0
120194,29,SupInc,2,5,31,6.8,1.41,0.7,0.29,0
120199,29,SupInc,4,5,67,7.9,0.93,4.36,0.2,0
120278,27,Bas,5,2,33,5.1,0.58,1.1,0.21,0
120285,44,Bas,9,3,37,18.4,2.92,3.89,0.68,0
120304,21,SupInc,0,1,55,17.1,6.9,2.5,0.48,1
120306,26,SupInc,4,4,28,15,2.38,1.82,0.69,0
120397,56,SupInc,26,13,384,11.2,23.31,19.7,0.14,1
120428,38,SupCom,4,8,91,3.9,1.02,2.53,0.08,1
120482,42,SupCom,17,8,54,10.3,0.29,5.27,0.29,0
120611,43,SupInc,13,11,59,11,1.72,4.77,0.3,1
120614,37,Med,17,6,123,10.6,3.89,9.15,0.19,0
120633,64,SupInc,15,22,227,29.9,35.97,31.9,0.43,1
120651,39,Med,0,10,38,7.5,0.2,2.65,0.27,0
120658,21,Med,1,0,20,20.3,0.41,3.65,1.22,0
120708,30,SupCom,5,3,62,2.6,0.7,0.91,0.07,0
120724,52,Med,9,12,72,15.4,4.08,7.01,0.37,0
120769,40,SupCom,5,9,62,8,1.49,3.47,0.21,1
120806,23,Med,3,2,25,2.5,0.17,0.45,0.12,0
120822,40,Med,2,7,32,3.4,0.18,0.91,0.14,0
120942,19,Med,0,0,37,3,0.21,0.9,0.11,0
120999,22,SupCom,0,0,36,3.3,0.28,0.91,0.12,0
121027,50,Bas,20,11,67,18.4,7.24,5.09,0.46,1
121055,36,Posg,7,12,67,8.2,3.1,2.4,0.2,0
121097,47,SupInc,14,16,36,0.9,0.08,0.24,0.03,0
121113,19,Med,0,0,50,1.8,0.49,0.41,0.05,0
121151,32,SupInc,10,7,70,3.2,0.85,1.39,0.08,1
121201,20,SupInc,0,0,32,8.5,1.11,1.61,0.35,0
121202,20,Med,0,0,26,4,0.39,0.65,0.19,1
121206,22,SupCom,0,2,31,7.6,0.2,2.16,0.32,0
121261,23,SupCom,0,2,45,10.7,0.61,4.2,0.34,1
121266,62,Med,4,5,38,11.3,0.94,3.35,0.41,0
121285,29,Med,9,3,69,6.7,1.07,3.55,0.16,0
121287,34,Bas,6,6,33,6.4,0.53,1.59,0.26,0
121349,18,Med,0,0,25,6.2,0.62,0.93,0.31,1
121353,23,SupInc,2,2,47,14.6,2.94,3.93,0.46,1
121366,35,Bas,5,8,62,8.5,1.99,3.28,0.22,1
121378,30,SupInc,5,3,27,6.2,0.86,0.81,0.29,0
121380,36,SupInc,7,10,118,11.2,8.48,4.73,0.21,1
121382,18,Med,0,0,28,2.4,0.22,0.45,0.11,1
121498,26,Med,2,4,30,40.7,5.49,6.72,1.76,1
121541,18,Med,0,0,33,8.2,0.84,1.87,0.33,1
121565,31,Med,11,8,47,26.9,3.51,9.13,0.84,0
121595,33,SupInc,3,2,46,3.8,0.41,1.34,0.12,0
121735,20,Bas,2,0,20,18.8,1.19,2.57,1.13,1
121758,22,SupCom,0,1,36,10.7,1.67,2.18,0.4,1
121775,22,Med,3,1,45,11.1,1.85,3.15,0.36,0
121777,22,Bas,4,1,24,4.4,0.53,0.52,0.23,0
121795,26,SupCom,0,2,103,14.3,8.54,6.19,0.28,1
121826,34,Bas,10,7,96,5.4,1.65,3.53,0.11,0
121865,30,Bas,13,2,42,15.3,0.94,5.48,0.52,0
121921,40,SupInc,15,5,53,23.5,1.91,10.55,0.68,1
121925,21,Med,1,0,43,14.1,3.38,2.69,0.47,1
121968,20,Med,0,0,28,18,3.07,1.97,0.82,1
121979,18,Med,0,0,20,14.5,0.33,2.57,0.87,0
122000,53,Med,24,8,129,2.7,1.01,2.48,0.05,0
122036,70,Med,27,21,92,9.3,3.01,5.54,0.19,0
122060,26,Posg,0,3,49,4.4,0.95,1.21,0.13,0
122066,43,Med,16,7,119,18.1,8.16,13.38,0.33,1
122084,38,SupInc,3,3,34,3.9,0.86,0.46,0.15,0
122157,31,Med,3,6,45,0.7,0.13,0.19,0.02,0
122192,24,SupCom,0,1,35,1.2,0.04,0.38,0.05,1
122205,44,SupCom,21,14,314,4.7,3.5,11.26,0.06,0
122365,62,Posg,31,14,699,5.9,6.6,34.64,0.07,0
122372,52,SupInc,24,10,403,5.1,8.32,12.23,0.06,0
122460,33,SupCom,3,2,40,1.2,0.26,0.22,0.04,0
122484,26,SupCom,1,3,39,2,0.33,0.45,0.07,0
122575,34,Med,4,8,46,5.5,0.7,1.83,0.17,0
122602,54,SupCom,0,14,66,9.6,1.98,4.35,0.24,0
122609,61,Bas,0,24,25,33,3.42,4.83,1.65,1
122620,44,Posg,2,13,91,4.8,1.02,3.35,0.1,1
122653,22,Med,0,2,16,9.8,0.31,1.26,0.71,1
122655,19,Bas,3,0,21,7.1,0.48,1.01,0.41,0
122694,20,Med,0,0,26,8.9,0.5,1.81,0.43,0
122889,35,SupCom,10,7,44,0.5,0.11,0.11,0.02,0
122943,24,SupCom,0,2,28,4,0.7,0.42,0.18,0
122999,30,Posg,1,6,33,7.4,0.63,1.81,0.3,0
123027,21,Bas,1,1,29,24,2.2,4.76,1.07,0
123040,45,SupCom,0,14,81,4.1,1.51,1.81,0.09,0
123059,38,Posg,9,11,66,1.2,0.59,0.2,0.03,0
123079,21,Med,1,1,37,8.5,0.9,2.25,0.31,0
123081,45,SupCom,7,13,42,36.8,10.19,5.27,1.24,1
123125,40,Bas,22,8,141,11,5.06,10.45,0.19,0
123128,22,SupCom,0,1,74,7.5,1.86,3.69,0.18,1
123148,56,Med,34,21,475,2.3,3.88,7.05,0.03,0
123179,37,Med,9,11,41,2.9,0.11,1.08,0.1,0
123217,29,Med,3,2,42,9.3,1.77,2.14,0.31,0
123230,37,SupCom,10,6,97,8.3,2.01,6.04,0.17,0
123242,20,Bas,3,0,21,17.9,0.53,3.23,1.03,1
123373,30,SupInc,6,4,20,9.7,0.51,1.43,0.58,1
123402,26,SupCom,0,3,36,17.9,3.02,3.43,0.68,1
123404,18,Med,0,0,47,3.6,1.21,0.48,0.11,0
123432,31,Bas,5,7,27,4.2,0.56,0.57,0.2,0
123464,44,SupInc,8,8,49,16.3,2.46,5.53,0.5,1
123468,19,Med,0,0,24,12.5,0.94,2.06,0.65,1
240017,77,Posg,2,24,28,10.6,1.37,1.6,0.48,0
240070,37,SupCom,0,9,83,14.9,5.9,6.47,0.33,1
240093,35,SupCom,9,6,123,6.1,1.7,5.8,0.11,0
240152,24,SupCom,0,0,64,13,3.98,4.34,0.33,1
240198,31,SupCom,1,4,43,7.9,2.49,0.9,0.26,0
240202,59,SupCom,19,21,174,27.9,16.41,32.14,0.44,1
240252,18,Med,0,0,27,4.1,0.17,0.94,0.19,1
240289,29,Med,8,5,35,21.1,1.65,5.73,0.81,1
240302,38,SupCom,6,7,25,31.3,2.21,5.61,1.56,1
240360,27,SupInc,3,5,26,2,0.04,0.48,0.1,1
240403,49,Med,15,11,35,3,0.74,0.32,0.12,0
240497,24,SupInc,1,2,23,14.8,0.8,2.61,0.79,1
240505,27,SupCom,3,5,36,16.2,1.39,4.44,0.61,1
240612,26,Med,2,4,26,14.5,0.56,3.21,0.7,0
240623,32,SupCom,0,6,37,3.1,0.59,0.55,0.11,1
240675,53,Posg,16,13,51,4.1,0.95,1.14,0.12,0
240676,19,Med,0,0,17,14.1,1.04,1.36,0.97,1
240680,18,Med,0,0,19,6.4,0.4,0.82,0.4,1
240694,19,Med,1,0,21,7.9,1.1,0.55,0.45,1
240697,51,Med,25,16,96,21.5,7.31,13.33,0.44,0
240705,30,Posg,3,2,40,16.9,2.22,4.54,0.59,1
240722,63,Bas,22,21,61,13.5,1.83,6.41,0.36,0
240764,30,SupCom,1,4,73,29.8,7.05,14.71,0.71,1
240789,27,SupCom,3,3,43,4.5,0.58,1.36,0.15,0
240792,42,Med,15,9,46,13.1,1.06,4.97,0.42,0
240895,24,SupCom,0,3,44,13.5,2.38,3.56,0.44,1
241000,20,Med,0,0,23,23.6,3.54,1.89,1.26,1
241089,28,SupInc,4,5,20,6.2,0.57,0.67,0.37,0
241132,25,Med,3,2,23,5,0.28,0.87,0.27,0
241163,24,SupCom,0,3,49,5,0.87,1.58,0.15,1
241191,36,SupInc,9,7,76,5.7,0.29,4.04,0.13,0
241279,44,Med,11,12,50,22,2.11,8.89,0.66,0
241350,23,SupInc,0,1,45,15.8,1.12,5.99,0.51,0
241424,32,SupInc,1,4,26,3.3,0.24,0.62,0.16,0
241525,32,Med,9,7,53,14.9,5.81,2.08,0.43,1
241564,35,SupCom,7,6,76,7,0.56,4.76,0.16,0
241582,30,SupInc,3,6,34,14.3,2.26,2.61,0.56,1
241594,30,Bas,4,3,36,9.6,0.83,2.63,0.36,1
241652,31,Med,6,5,26,6.5,0.33,1.36,0.32,0
241732,23,Bas,0,2,16,17.2,0.91,1.84,1.25,1
241770,46,Bas,11,8,61,10.4,3.44,2.9,0.27,0
241837,59,Bas,33,17,308,6.7,7.39,13.25,0.09,0
241859,39,Posg,1,10,185,7,10.45,2.5,0.11,1
241980,29,Posg,3,3,55,27.1,8.35,6.56,0.76,1
242047,26,SupCom,2,4,19,3.8,0.11,0.62,0.24,0
242106,34,Med,6,7,27,6.4,0.27,1.46,0.3,0
242108,30,Bas,12,5,35,5.7,1.34,0.66,0.22,0
242216,23,SupCom,0,2,29,9.4,0.84,1.89,0.42,1
242303,22,SupCom,0,1,76,7.7,3.62,2.24,0.18,0
242345,27,SupCom,0,4,46,1.9,0.23,0.64,0.06,1
242430,30,SupInc,0,5,70,6.9,0.37,4.46,0.17,1
242433,23,Med,0,1,22,9,0.71,1.27,0.5,0
242464,42,Posg,12,13,34,6.1,0.56,1.52,0.24,0
242467,29,SupCom,2,3,55,15.6,1.48,7.1,0.44,1
242512,47,Med,16,8,66,1.7,0.1,1.02,0.04,0
242560,34,SupCom,8,7,30,5.7,1.08,0.63,0.25,0
242597,31,Med,11,7,51,12.4,4.14,2.19,0.37,1
242601,35,SupCom,10,4,53,19,3.64,6.43,0.55,0
242691,19,Bas,2,0,21,12,0.15,2.37,0.69,0
242710,30,Bas,7,7,40,11.4,1.78,2.78,0.4,1
242840,25,SupCom,0,2,35,0.6,0.07,0.14,0.02,0
243028,38,Posg,11,8,40,8.8,1.65,1.87,0.31,0
243048,18,Med,0,0,34,2.8,0.29,0.66,0.11,0
243058,53,Med,10,14,62,13.4,2.38,5.93,0.35,1
243076,31,Bas,10,5,60,27.3,6.27,10.11,0.73,1
243083,38,SupCom,7,7,274,2.3,4.32,1.99,0.03,1
243086,19,Med,0,0,21,2.5,0.03,0.49,0.14,0
243118,20,Bas,2,0,18,2.3,0.06,0.36,0.15,0
243175,21,Med,2,1,22,9.2,1.05,0.98,0.51,1
243209,19,Med,0,0,17,5.5,0.51,0.43,0.38,0
243340,23,SupCom,0,1,42,12.2,2.24,2.88,0.41,0
243351,65,Med,25,20,48,7.7,2.81,0.88,0.24,0
243457,45,Posg,18,12,88,9.6,4.04,4.41,0.21,0
243535,21,SupInc,0,1,22,1.5,0.1,0.23,0.08,0
243547,54,SupInc,8,10,67,10.5,1.25,5.79,0.26,0
243554,22,SupCom,0,2,24,8,0.64,1.28,0.41,1
243564,20,SupInc,0,0,23,14.2,1.86,1.4,0.76,1
243569,41,Med,12,9,58,13.1,3.78,3.81,0.36,0
243578,36,Med,14,3,71,6.9,1.43,3.47,0.17,0
243624,33,SupInc,11,8,79,10.8,3.08,5.45,0.24,0
243673,23,Med,2,2,34,3.3,0.22,0.9,0.13,0
243859,46,SupInc,8,6,119,5.6,1.11,5.55,0.1,1
243929,21,SupInc,0,0,15,6.1,0.07,0.84,0.47,1
243957,28,SupCom,2,4,62,34.8,3.86,17.71,0.91,1
243958,39,SupInc,9,8,69,6,0.55,3.59,0.15,0
243998,54,SupCom,4,9,69,12,1.18,7.1,0.29,0
244010,75,Bas,22,23,56,7.8,1.79,2.58,0.22,0
244023,31,SupCom,1,7,69,0.4,0.19,,0.01,0
244034,55,Med,32,8,229,4.9,3.03,8.19,0.07,0
244067,20,SupInc,0,0,18,17.4,0.42,2.71,1.14,0
244106,39,Posg,3,9,42,15.2,3.08,3.31,0.51,0
244123,37,SupInc,2,8,55,8,1.64,2.76,0.23,0
244159,20,SupInc,0,0,41,4.3,0.47,1.29,0.15,0
244190,57,SupCom,10,10,149,10,3.64,11.26,0.17,0
244208,50,Bas,20,15,117,7.6,3.15,5.74,0.14,0
244269,33,Bas,2,7,28,1.6,0.14,0.31,0.07,0
244280,36,Bas,16,10,44,7.4,1.96,1.3,0.24,0
244286,21,Med,1,0,29,5.7,0.64,1.01,0.25,0
244337,37,SupInc,12,11,121,13.6,4.69,11.77,0.25,0
244354,27,Posg,0,4,24,6.1,0.17,1.3,0.32,1
295009,28,SupCom,5,5,112,9.9,0.93,10.16,0.19,0
295028,27,SupInc,4,5,40,13.2,3.73,1.55,0.46,0
295035,32,SupInc,4,3,37,4.1,0.48,1.04,0.15,1
295057,28,Med,6,5,33,20.5,1.1,5.67,0.83,1
295083,24,SupCom,0,2,35,12.1,2.47,1.77,0.47,1
295134,20,Med,0,0,44,3.9,1.07,0.65,0.13,0
295153,39,SupCom,16,4,47,16.5,4.16,3.6,0.52,0
295187,38,SupCom,11,8,145,18.5,1.45,25.38,0.31,0
295193,65,Med,38,11,352,2.5,0.39,8.41,0.03,0
295270,56,Med,34,19,215,13.9,14.37,15.51,0.2,0
295295,18,Med,0,0,57,3.1,1.24,0.53,0.09,1
295339,20,Bas,0,1,18,9.5,0.16,1.55,0.62,0
295367,62,Bas,4,13,27,13.2,1.73,1.84,0.62,0
295386,39,Med,13,8,112,21.2,4.63,19.11,0.4,1
295449,29,SupCom,3,2,102,9.8,4.83,5.17,0.19,1
295465,30,SupCom,4,6,46,3.9,1.26,0.54,0.12,0
295472,52,SupInc,21,14,121,2.4,0.39,2.51,0.04,0
295518,48,Posg,19,11,326,10.6,21.18,13.37,0.14,1
295658,20,Bas,2,0,42,3.1,0.89,0.41,0.1,1
295683,34,SupCom,7,3,33,7.5,1.88,0.6,0.3,1
295711,68,Bas,51,26,274,7,8.59,10.59,0.1,0
295815,47,Bas,16,15,51,14.2,3.4,3.85,0.42,0
295913,37,Med,12,8,29,9.3,0.88,1.82,0.41,0
295930,36,Med,9,10,35,0.8,0.09,0.19,0.03,0
295938,30,SupCom,1,6,107,8.9,1.44,8.09,0.17,1
296037,24,Med,0,2,21,13.7,1.38,1.5,0.79,0
296049,24,SupCom,0,2,49,13.6,3.04,3.63,0.41,1
296068,31,Med,0,6,34,4.2,0.71,0.71,0.17,1
296183,41,SupCom,15,13,89,9.2,2.55,5.63,0.2,0
296309,19,Med,0,0,25,24.7,1.23,4.95,1.24,1
296317,20,SupInc,0,1,23,1,0.02,0.21,0.05,0
296325,30,Med,8,5,65,9.2,2.45,3.53,0.23,0
296347,42,Med,5,12,72,19.3,0.25,13.65,0.46,0
296403,27,Bas,5,5,34,1,0.06,0.28,0.04,0
296493,24,SupCom,0,2,38,1.6,0.03,0.57,0.06,0
296589,38,Med,16,6,71,6.6,1.54,3.15,0.16,0
296591,24,Bas,7,2,29,13.6,0.64,3.3,0.6,0
296685,48,Med,7,11,80,3.7,0.79,2.17,0.08,0
296709,49,SupCom,0,11,77,2,0.21,1.33,0.05,0
296763,18,Med,0,0,29,25.9,2.39,5.12,1.15,1
296812,64,Med,11,28,27,2.4,0.08,0.57,0.11,0
296939,19,Bas,3,0,22,10.9,0.47,1.93,0.6,0
296988,49,SupInc,2,17,36,23.6,2.66,5.84,0.89,1
297023,29,SupCom,1,4,26,6.6,0.51,1.21,0.32,1
297063,28,Med,3,5,64,9.4,1.03,4.98,0.24,1
297090,27,Med,4,3,32,6.7,0.56,1.59,0.28,1
297143,24,SupCom,0,2,40,8.6,1.2,2.24,0.3,0
297166,23,Bas,2,2,38,12.2,2.23,2.41,0.44,1
297181,43,Posg,3,8,30,3.1,0.34,0.59,0.13,0
297207,29,Posg,1,5,51,12.5,2.43,3.95,0.37,0
297282,61,SupInc,35,9,327,4.6,7.63,7.42,0.06,0
297308,22,SupCom,0,1,20,6.5,0.6,0.7,0.39,1
297345,24,Med,2,3,34,2.4,0.27,0.54,0.09,0
297357,30,SupInc,8,3,65,8.8,1.92,3.8,0.22,0
297360,37,SupInc,3,4,57,10.8,0.72,5.44,0.3,1
297382,27,Med,4,1,36,14.7,1.46,3.83,0.56,1
297384,22,SupCom,0,1,29,3.7,0.08,0.99,0.16,0
297466,28,Posg,1,3,77,0.2,0.06,0.1,0,0
297470,31,Med,11,4,41,2,0.34,0.48,0.07,0
297480,44,Bas,14,12,68,14.9,1.78,8.35,0.37,0
297533,69,Med,24,22,84,20.2,5.63,11.33,0.44,0
297538,26,Med,5,2,42,10.6,2.13,2.32,0.36,1
297698,51,SupInc,9,15,96,16.8,0.58,15.55,0.34,1
297702,20,SupInc,0,0,77,9.6,3.85,3.54,0.22,1
297820,24,SupInc,2,0,43,7.3,1.24,1.9,0.24,0
297849,53,Bas,17,9,59,0.5,0.03,0.26,0.01,0
297867,29,Med,0,4,28,4.7,0.14,1.18,0.22,1
297897,52,SupInc,28,16,368,21.3,24.06,54.32,0.27,1
297922,28,SupInc,4,4,20,21.1,0.57,3.65,1.27,0
297926,35,Med,17,5,160,13.5,9.07,12.53,0.22,1
297953,20,Med,0,0,27,10.3,0.39,2.39,0.48,1
297963,27,Posg,0,3,36,4.1,0.73,0.75,0.16,0
298020,34,SupCom,2,4,46,22.5,1.21,9.14,0.71,0
298062,46,Posg,13,14,84,9.9,1.71,6.6,0.22,0
298134,36,SupCom,4,8,101,6.7,2.09,4.68,0.13,1
298170,51,SupCom,4,6,43,3.3,0.2,1.22,0.11,0
298250,39,Bas,20,10,52,19.7,2.33,7.92,0.58,0
298314,33,SupCom,4,6,24,27.7,3.2,3.44,1.43,1
298328,65,Med,38,25,231,9.3,2.02,19.46,0.13,0
298383,35,SupInc,10,8,263,4.9,9.27,3.62,0.07,1
298392,41,Med,22,7,226,17.4,7.12,32.21,0.25,1
298415,23,SupInc,0,1,33,1.7,0.24,0.32,0.07,0
298439,23,Bas,5,1,23,24.3,3.5,2.08,1.3,1
298509,34,Posg,0,5,120,6.4,5.55,2.13,0.12,1
298541,18,Med,0,0,30,19.8,2.3,3.64,0.86,1
298547,29,Posg,3,2,26,7.8,0.46,1.57,0.38,0
298591,38,SupCom,13,12,204,19.5,15.43,24.35,0.29,1
298602,32,SupCom,8,5,44,13.7,1.35,4.68,0.45,0
298624,34,Med,12,7,58,19.9,2.49,9.05,0.54,0
298629,37,Bas,14,4,67,13.4,2.12,6.86,0.33,0
298696,37,SupInc,4,6,53,15.5,1.27,6.95,0.45,0
298736,37,SupInc,4,6,30,4.6,0.71,0.67,0.2,0
298857,45,SupCom,16,13,53,5.7,0.93,2.09,0.16,0
298915,48,SupInc,4,12,57,12.1,2.46,4.43,0.33,0
298944,36,Bas,12,5,55,5.8,1.2,1.99,0.16,0
298965,26,Med,1,3,42,1.5,0.08,0.55,0.05,1
298970,60,Bas,31,22,170,8,8.77,4.83,0.13,0
298976,37,Med,2,9,31,9.6,1.54,1.44,0.41,0
298996,27,SupCom,1,2,21,14.4,0.52,2.51,0.83,0
299036,26,Bas,6,2,46,9.8,0.34,4.17,0.31,0
315016,32,SupInc,7,5,34,10.7,0.52,3.12,0.42,0
315053,23,SupInc,0,1,16,7.8,0.35,0.9,0.57,0
315060,58,SupInc,18,13,54,4.2,0.82,1.45,0.12,0
315086,34,Bas,0,7,26,1.9,0.18,0.32,0.09,0
315102,30,Med,0,4,17,4.9,0.41,0.42,0.34,1
315108,25,SupInc,2,3,52,7.7,1.07,2.93,0.23,0
315159,24,Med,3,2,24,10.7,1.98,0.59,0.55,0
315169,34,SupCom,1,7,40,17.6,1.68,5.36,0.62,1
315203,64,Bas,7,26,24,6.5,0.29,1.27,0.34,0
315213,29,SupCom,2,5,34,19,1.03,5.43,0.75,1
315234,21,Med,1,1,29,0.9,0.02,0.24,0.04,0
315273,50,SupCom,9,11,24,15.7,0.58,3.18,0.81,0
315276,25,SupCom,0,2,29,15.7,1.83,2.73,0.7,1
315313,27,Med,6,5,20,13.2,1.44,1.2,0.79,0
315326,25,SupInc,4,3,41,18.4,2.01,5.54,0.63,0
315336,27,SupCom,3,5,41,4.8,0.55,1.41,0.16,1
315373,26,Med,4,4,31,5.5,0.25,1.45,0.23,0
315412,49,Med,6,12,49,1.7,0.5,0.33,0.05,0
315414,41,SupInc,0,8,39,29.1,2.16,9.19,1.04,1
315422,30,Med,4,2,55,5.5,1.45,1.57,0.15,0
315442,37,Bas,16,8,43,5.6,0.64,1.77,0.19,0
315481,34,Med,9,3,62,8,0.4,4.56,0.21,0
315507,50,SupCom,23,11,104,4.8,0.93,4.06,0.09,0
315508,28,SupInc,4,2,58,12.6,2.48,4.83,0.34,1
315514,19,Med,0,0,20,3.1,0.26,0.36,0.19,1
315526,25,SupCom,0,1,31,3.9,0.37,0.84,0.16,1
315544,18,Med,0,0,15,12.2,0.37,1.46,0.94,0
315548,24,SupCom,0,2,32,5.6,0.25,1.54,0.23,1
315568,30,Med,5,6,26,14.8,0.97,2.87,0.72,1
315609,36,Med,1,4,55,19.6,6.36,4.42,0.55,1
315619,32,SupCom,0,5,38,3.7,0.18,1.22,0.13,1
315633,41,SupCom,2,7,94,7,1.16,5.42,0.14,0
315665,47,Med,28,11,189,3.2,4.18,1.87,0.05,0
315677,57,Bas,26,22,78,5.8,1.24,3.28,0.13,0
315731,26,Bas,4,3,34,19,0.67,5.79,0.75,1
315743,34,SupCom,6,5,65,14.4,4.98,4.38,0.37,1
315748,33,Med,0,7,64,10.6,2.69,4.1,0.27,0
315754,53,Posg,9,11,97,22.3,9.21,12.42,0.45,1
315771,61,Med,20,17,91,4.3,1.26,2.65,0.09,0
315800,18,Med,0,0,14,4.3,0.15,0.45,0.35,0
315812,21,SupInc,0,1,18,12.1,0.59,1.59,0.79,0
315821,28,Bas,7,2,52,22.1,6.78,4.71,0.65,1
315831,34,Med,4,8,49,3.1,0.04,1.48,0.09,0
315838,20,Bas,2,0,16,4.7,0.25,0.5,0.34,0
315857,34,Bas,11,6,54,10.6,3.12,2.6,0.3,0
315892,22,SupInc,0,1,14,2.5,0.26,,0.2,0
315898,34,Med,8,7,30,24.3,0.21,7.08,1.05,0
315931,18,Med,0,0,18,13.1,0.92,1.44,0.86,1
315948,41,Med,21,9,64,0.3,0.12,,0.01,0
315970,46,Bas,4,7,67,3.4,0.76,1.52,0.08,0
316013,21,Med,0,1,20,2.2,0.1,0.34,0.13,0
316027,51,Med,19,16,47,22.7,3.28,7.39,0.71,0
